926	president realdonaldtrump declared northern california wildfire major disaster	train	forestfires
927	wildfire spread california find help victim	train	forestfires
928	raging wildfire force evacuation canadian city	dev	forestfires
929	wore stiletto go visit flood victim texas philanthropic fashion kill every	train	floods
930	heart break california	train	forestfires
931	got land shark	train	hurricanes
932	spencer doom science disproves flood story meteorology mythology	train	floods
933	believe small earthquake happened	train	earthquakes
934	saeen said fought flood gate open cost lot	train	floods
935	strain endo terrence smoking sheesh demon earthquake	train	earthquakes
936	tell cloudy smoke alberta wildfire	train	forestfires
937	drone could help aftermath cyclone debbie	dev	hurricanes
938	canada wildfire continues grow control via youtube	train	forestfires
939	red line show path smoke lake hattie wildfire northern mn aimed right metro	train	forestfires
940	ichieni bana made twitter fun though flood tl useless tag	train	floods
941	fifteen wildfire raged across northern california biggest one scorching state famous wine country	train	forestfires
942	redditor help another redditor affected wildfire california	dev	forestfires
943	deadly fire sweep across california compounding historic fire season	train	forestfires
944	fort mcmurray fire air canada offer partial refund people fleeing wildfire	dev	forestfires
945	case home turn power move item may damaged upstairs	train	floods
946	mean tom dick harries allowed flood united state time	train	floods
947	time like wish aunt twitter would totally get	dev	forestfires
948	swear god make drive work flash flood warning come back home gon issue	train	floods
949	sad prayer go family loved one	train	forestfires
950	st time feelin earthquake breeze	train	earthquakes
951	felt earthquake pacific height	train	earthquakes
952	monster canada wildfire could double size	train	forestfires
953	smart phone discover website flood inbox full hungry interested prospect	train	floods
954	via npr public calamity california wildfire leave apocalyptic scene wine country	train	forestfires
955	drive flood mcknight road	train	floods
956	damaged cell tower create communication problem northern california fire zone	train	forestfires
957	small sf earthquake scared bit p	train	earthquakes
958	sunshine coast trend sunshine coast queen cyclone debbie news sun	train	hurricanes
959	unprecedented california wildfire kill people destroyed least home thus far	train	forestfires
960	another flood houston	test	floods
961	ugh woke flash flood warning ear piercing thunder	dev	floods
962	th felt czech republic last hour	train	earthquakes
963	thing slave lake wildfire survivrs wish knwn ear ag	test	forestfires
964	latest nhvr safety bulletin available	train	hurricanes
965	love phone quality also love flood wall minute walk apartment richmond fl	test	floods
966	better take umbrella either flood get sunburnt never know min around	dev	floods
967	flood sinister fishing hospital indian flood claim life watch	train	floods
968	good morning update regarding cyclone debbie since downgraded tropical low earlier	dev	hurricanes
969	people reported dead northern california wildfire	test	forestfires
970	nd earthquake today	train	earthquakes
971	politicussarah also flood town	train	floods
972	cyclone debbie pull soon go lab class cancelled thank	train	hurricanes
973	reached battle blackwater clash king aka tyrion lannister go crazy wildfire	train	forestfires
974	amid cyclone debbie north queensland family welcome baby girl family	train	hurricanes
975	thinking sister family nsw australia	train	hurricanes
976	wtf house shake	train	earthquakes
977	kid whole family pet amp anything pulse sheltered fire camp right rock	train	forestfires
978	urgent california wildfire death toll rise	train	forestfires
979	seen photo taken disney sky look fire california hurt heart much	train	forestfires
980	time get earthquake insurance pacific northwest napa homeowner wish	train	earthquakes
981	fenerbahce janssen ba dost ile biter bu flood	train	floods
982	goodtimenation right feel started school drill done earthquake	train	earthquakes
983	like amp sister would come school hr late whenever take alternative route bcos bad flood yet	train	floods
984	flash flood effect need know today storm	train	floods
985	uni class canceled today due cyclone debbie amp monsoonal rain typhoon	train	hurricanes
986	heavy rainfall slow movement causing ponding roadway isolated flooding careful driving	train	floods
987	taking kid school week summer art camp brought back flood memory remembered much e	dev	floods
988	day torrential rain lead texas worst flooding since hurricane harvey usa today latest	train	floods
989	anyone else feel earthquake trippin	train	earthquakes
990	roxieroxla pleez rt woman wheelchair missing fank yoo	dev	forestfires
991	fuckin smell wildfire smoke canada	train	forestfires
992	heavy rain trigger flash flood emergency south texas	train	floods
993	heart affected wildfire orange country northern california winery home	train	forestfires
994	melbourne trend melb cyclone debbie andrew hazelwood queen	train	hurricanes
995	plenty power line problem still found day cyclone debbie storm response capt ty canfield	dev	hurricanes
996	cyclone debbie rachel dolezal leg bst	train	hurricanes
997	know home feel earthquake	train	earthquakes
998	said noticed damaged building made fibro amp tin	train	hurricanes
999	robertw biological mathematic scientifically impossible whole world flood highest moun	train	floods
1000	apparently earthquake lol feel thing guy kl nk mookyblast wingedwheeler	train	earthquakes
1001	wishing favorite place safe cyclone debbie	dev	hurricanes
1002	new ulm see flooding southeast part town river bend flood stage foot	train	floods
1003	flood demand emerging market affecting downtown c always think office resid	train	floods
1004	think fact neighborhood one lucky one survived flood prof simulation	train	floods
1005	cyclone debbie rolling nsw expected damaging wind	train	hurricanes
1006	think felt earthquake	train	earthquakes
1007	lmao hope flood	train	floods
1008	good neglect co factor aging forest due wildfire control gt gt fort mcmurray fire climate change elizkolbert	train	forestfires
1009	roshayyred know lmao totally forgot though damn flood surge gone take poor house ground smh	train	floods
1010	hosman church need help ceiling collapsed due water flood apartment upstairs thank	train	floods
1011	continued rain prompt flood watch warning western iowa	train	floods
1012	brand new white flood tattoo	train	floods
1013	real mad neighbor stomping earthquake	train	earthquakes
1014	ndrf team stationed flood prone area state ministry home affair	train	floods
1015	oh felt like san francisco	train	earthquakes
1016	absence info american side russian flood zone w half truth set	train	floods
1017	capturing california fire	train	forestfires
1018	rawstory side fairness wind howling amp sheet rain flooding street	train	floods
1019	cyclone debbie pummels australia queensland bringing drenching rain flood power cut wake	train	hurricanes
1020	trump address wildfire california	train	forestfires
1021	earthquake occurred near sicily italy utc	test	earthquakes
1022	theisaiahbell went cave write name part initiation amp heavy rain caused flooding	test	floods
1023	affected cyclone debbie asthma clean also pose issue consider	train	hurricanes
1024	high precision automated reconstruction neuron flood filling network	train	floods
1025	breaking another major flash flood event flagstaff az area rain estimated large area	train	floods
1026	sf little jolt little roll	train	earthquakes
1027	wildfire canada horrible seen hope get rain soon	train	forestfires
1028	earthquake miyagi ken oki magnitude depth km	dev	earthquakes
1029	lil as earthquake	train	earthquakes
1030	flash flooding emergency area queensland brought ex tropical cyclone debbie	train	hurricanes
1031	survivorcbs need show aubrybracco going ask debbie stronger cyclone time	train	hurricanes
1032	new private flood insurance option offer higher coverage sometimes lower premium	dev	floods
1033	classiclib ral krangtnelson flood fanboys defending amusing	train	floods
1034	latest earthquake daily thanks mcmchoho disaworldnews safdarqiz	train	earthquakes
1035	really think flood going stop watching premiere jurassic world tomorrow foh	train	floods
1036	couple married year dy california wildfire happy right last minute son say	train	forestfires
1037	spencerhowson like wind patrick swayze ex tropical cyclone debbie jam	train	hurricanes
1038	showering digging trench around home amp hoping get flooded cyclone debbie	train	hurricanes
1039	unclechaps venmo open victim fire people need	train	forestfires
1040	tourist flood place summer bad enough keep seeing taylor news everywhere pop	train	floods
1041	canada update massive loss evacuee status help	train	forestfires
1042	stevenraymorris lost mine flood	train	floods
1043	feel need apologize cyclone debbie even though spell name wrong	train	hurricanes
1044	car felt fuckin earthquake wtf	train	earthquakes
1045	due extreme weather flash flooding dangerous lightning combined heavy rainfall	train	floods
1046	california wildfire help victim channel feeddigest com news id	dev	forestfires
1047	street behind house starting flood first time year street completely blocked	train	floods
1048	earthquake bad one	train	earthquakes
1049	use flood email opportunity rethink marketing advises jphautomation	train	floods
1050	bbcnews pm california wildfire serious usually occur lunher south california wildfire entire district santa rosa	test	forestfires
1051	lmaoooo come earthquake tweet	train	earthquakes
1052	pollytics wind turbine strike	train	hurricanes
1053	magnitude earthquake km ene west yellowstone montana	train	earthquakes
1054	like puerto rico right realdonaldtrump	train	forestfires
1055	wendymo billoreilly tci left want flood nation democrat future vote joke	test	floods
1056	ex cyclone debbie also going nsw must huge low system	train	hurricanes
1057	cedar rapid obtains crucial flood funding	dev	floods
1058	redfieldliker first played game always replayed mission try save flood	train	floods
1059	committed helping affected wildfire fort mcmurray loan require assistance call	train	forestfires
1060	ananavarro realdonaldtrump wildfire destroyed home taken life california	train	forestfires
1061	finally getting somewhere flood	test	floods
1062	cyclone debbie stop coral bleaching expert say live	dev	hurricanes
1063	yogi perfect day home practice f c f c cyclone debbie win class cancellation	train	hurricanes
1064	dead missing deadly california wildfire rage see	train	forestfires
1065	set free like wildfire	train	forestfires
1066	school closed tomorrow ex cyclone debbie tear cq hundred queensland school declared emergen	test	hurricanes
1067	support alberta wildfire recovery via redcrosscanada donation matched government go gt	train	forestfires
1068	thousand shelter screaming howling cyclone debbie hit north australia	train	hurricanes
1069	ex cyclone debbie force mass closure queensland school	train	hurricanes
1070	morning tj phone got flood warning amp thought ringing heard hello hello cole hung	test	floods
1071	checking local twitter see anyone felt earthquake right	train	earthquakes
1072	bruh wildfire alberta getting bigger bigger	train	forestfires
1073	magnitude mi borrego spring ca	train	earthquakes
1074	wow actual underwater video footage taneycomo flood damage cleanup ozarks water watch beaver table rock	train	floods
1075	smoke light nw office pretty smelly well smoke wildfire lake hattie mn	train	forestfires
1076	thousand flee california wildfire persist	train	forestfires
1077	wildfire kill california wine country	dev	forestfires
1078	deadly wildfire tear northern california	train	forestfires
1079	saturday might twice big mcmurray wildfire could double size	train	forestfires
1080	bay shook summer city lineup caused earthquake	train	earthquakes
1081	little bit wet australia today	dev	hurricanes
1082	thousand ordered evacuate along east australian coast ex tropical cyclone debbie soldier south	train	hurricanes
1083	mini earthquake hello	train	earthquakes
1084	fuck napa fire mention stupid as bitch nobody asking cent	train	forestfires
1085	mildly shocked really happened many feel really happen	train	earthquakes
1086	thousand shelter cyclone debbie hit north australia	train	hurricanes
1087	cyclone debbie design city withstand natural disaster via archanddesign	train	hurricanes
1088	thousand evacuated wildfire rage alberta canada npr	train	forestfires
1089	cancellation game due inclement weather due effect ex tropical cyclone debbie prediction	dev	hurricanes
1090	wow definitely thought building protect house flood water even better	train	floods
1091	bigsurkate cnn fake news wait cc cj makaryk lambsaucy	train	forestfires
1092	wildfire situation still volatile sudden road closure still possible	train	forestfires
1093	school south east queensland closed ex cyclone debbie move	train	hurricanes
1094	updated closure map flood impacted area today able open wi riverside wi	dev	floods
1095	part northern california ravaged intense wildfire consumed acre land	dev	forestfires
1096	photo brisbane big wet	train	hurricanes
1097	family rescued van get stuck flood apopka vineland fox news	train	floods
1098	heeft groenlinks al geprotesteerd massive canada wildfire could double size via france	train	forestfires
1099	oh tedious shit hated tidal wave earthquake something ex thick twat	train	earthquakes
1100	anyone else feel earthquake	train	earthquakes
1101	canada raining fire fort mcmurray citizen trying flee wildfire	train	forestfires
1102	hurricane debbie caused lot destruction week recap	train	hurricanes
1103	look like gunna get wet today stay safe affected ex	train	hurricanes
1104	feel small earthquake san francisco	train	earthquakes
1105	pm cow bayou near mauriceville entered action flood stage	train	floods
1106	wildfire syrian refugee canada donating help climate shock volunteer america	train	forestfires
1107	cyclone debbie school south east queensland closed wild weather move guardian	train	hurricanes
1108	anyone feel earthquake bay area	train	earthquakes
1109	ex cyclone debbie landed brisbane overnight heavy rain good chance flooding later nervous wait	train	hurricanes
1110	jus experienced earthquake	train	earthquakes
1111	climate change make flood likely damaging expert say via worldfnature	train	floods
1112	flash flood warning cottonwood county careful many old prairie pothole full water	train	floods
1113	believe way stop	dev	forestfires
1114	need action drug company need white house stop flood kill missouri emergency fun	train	floods
1115	mohurstjr mandatory california earthquake post	train	earthquakes
1116	sacrificed back twice last year cleaning terrible flood penang ajskkakdka	train	floods
1117	themariocorrea ashercaffe asher concept agree separating family care flood	test	floods
1118	central texas news official fear massive alberta wildfire could double size	train	forestfires
1119	school got cancelled cyclone debbie tell queenslander	train	hurricanes
1120	chad morrison alberta wildfire hectare size	train	forestfires
1121	multiple source told theinvadingsea fema may begin factoring flood insurance rate	train	floods
1122	thank cyclone debbie closing university	train	hurricanes
1123	really thought dog went head first something nope earthquake sure anyways	train	earthquakes
1124	apparently cyclone debbie coming way wish luck guy	train	hurricanes
1125	least dead thousand flee wildfire california wine country	train	forestfires
1126	presence flood caught wonder taken heart	train	floods
1127	thereformedcrow nah going go earthquake	train	earthquakes
1128	son life santa rosa barely outside evac zone left stay oakland anyway	train	forestfires
1129	stefanoambrogi steven croft quite right sit flood resilience board sw uk	train	floods
1130	rightawayfunds shared wsj evacuation continuing today wildfire struck alberta	train	forestfires
1131	kimberlymanns terrylellis southern texas another flood day rain	test	floods
1132	felt really small jolt	train	earthquakes
1133	guy feel earthquake	train	earthquakes
1134	captaincoronaa look outside california fire	train	forestfires
1135	newsgoldcoast want people scurf stop showing	test	hurricanes
1136	earthquake seized lay dead prostrate home	train	earthquakes
1137	cyclone debbie devastating flood seen air	train	hurricanes
1138	since freedom null void suggest flood timeline hashtag	train	floods
1139	earthquake occurred near coast costa rica utc	train	earthquakes
1140	ethanvansciver flood new yt comic channel new classic hit oh boy fitting really	train	floods
1141	pet scared fourth july firework flood animal shelter via azcentral tf peo	train	floods
1142	debbie flood spark rescue roof sb news	train	hurricanes
1143	ah earthquake least asleep	train	earthquakes
1144	solid earthquake second berkeley	train	earthquakes
1145	nigga felt little earthquake building	train	earthquakes
1146	tenant damaged cyclone debbie must continue pay find	test	hurricanes
1147	water heater leaking bad starting sorta flood downstairs hoo like slept work tomorrow haha	train	floods
1148	learned take umbrella even sunny spontaneously flood point outside	train	floods
1149	felt first ever else	train	earthquakes
1150	queenslanders struggling cyclone debbie wish best quick recovery	train	hurricanes
1151	little late panic part leah literally thought zombie apocalypse happening	train	forestfires
1152	every time earthquake think big one	train	earthquakes
1153	lmao anyone felt earthquake	train	earthquakes
1154	dead bull shark found aftermath cyclone debbie	dev	hurricanes
1155	hell earth thousand flee air canada wildfire spread	dev	forestfires
1156	sharknado man eater wash cyclone debbie video photo	train	hurricanes
1157	canadian wildfire disrupts evacuation convoy bbc news	train	forestfires
1158	queensland clean cyclone debbie via abcemergency	train	hurricanes
1159	first earthquake felt luna first	train	earthquakes
1160	live right dsm river going crest flood stage come saturday pls pray	train	floods
1161	helloworldau u champ amp kevin coombs cup townsville go planned following cyclone debbie	test	hurricanes
1162	tweeted service update due info please visit	train	hurricanes
1163	still careful getting following heavy traffic	train	hurricanes
1164	hit home check two fire extinguisher house first beer supply second	dev	forestfires
1165	short term available anyone left homeless cyclone debbie	train	hurricanes
1166	please careful canton area friend ramp onto fulton rd flash flooding mudslid	train	floods
1167	jaysauceyy feel earthquake	train	earthquakes
1168	pot farm threat wildfire rage california	train	forestfires
1169	flood come fish eat ant amp flood recedes ant eat fish time matter hold god give opportunity everyone	dev	floods
1170	escaping wildfire convoy	train	forestfires
1171	check post climate change vibe california raging wildfire never seen	train	forestfires
1172	okay since bad thing come three waiting third far got apartment flood flat ti	train	floods
1173	earthquake happens time go twitter	train	earthquakes
1174	sad terrible event	train	forestfires
1175	let earthquake tweet begin	dev	earthquakes
1176	flood game manipulation flood insurance lead repeat disaster houston chronicle	train	floods
1177	hospital evacuated wildfire spread cnn	train	forestfires
1178	race time flood rain	train	floods
1179	interesting see footage devastation caused via guardian watch	train	forestfires
1180	show solidarity victim cyclone debbie tonight throwing outdoor furniture neighbour yard	train	hurricanes
1181	earthquake occurred km sse volcano hawaii utc	train	earthquakes
1182	month worth rain expected brisbane today stay safe people	train	hurricanes
1183	cyclone debbie better cancel flight e	train	hurricanes
1184	bull shark tropical cyclone debbie queensland utc	train	hurricanes
1185	fort mcmurray wildfire burned area larger entire city	train	forestfires
1186	accurate depiction phone alerted flood warning way even raining	train	floods
1187	evacuated nsw resident bunker	train	hurricanes
1188	bay area people yes earthquake	train	earthquakes
1189	video pack earthquake emergency kit	train	earthquakes
1190	california firestorm spread mind bogglingly fast	test	forestfires
1191	mini earthquake happened	train	earthquakes
1192	school across qld closed due cyclone debbie	train	hurricanes
1193	chronbriansmith stopping landscaper prevent flooding would help lesson flooding	train	floods
1194	think felt small earthquake	train	earthquakes
1195	kid found dead missing anambra flood	dev	floods
1196	leave cat huge wildfire nope leave everything ok bye stuff birth certificate v pet bond easy decision	train	forestfires
1197	deadly wildfire hit california wine country leaving thousand displaced food news	train	forestfires
1198	reading analysis mapping wildfire northern california wine country	train	forestfires
1199	canadian wildfire increase tenfold cut evacuee	train	forestfires
1200	electricb ue earthquake	train	earthquakes
1201	cyclone debbie cooling effect prevent great barrier reef bleaching scientist say	train	hurricanes
1202	kron news earthquake felt downtown san mateo	train	earthquakes
1203	worldmetnews queensland cyclone debbie damage agriculture mining grazing	train	hurricanes
1204	today render come letter b bugger debbie	test	hurricanes
1205	guy absolute moron either die call s swift water rescue put others life r	train	hurricanes
1206	people country coming japan today japan experiencing cliff collapse flooding r	dev	floods
1207	photo capture apocalyptic aftermath california wildfire	train	forestfires
1208	flood princevilleold schoollegends reunion mother rosa pitt brother james lockhart	train	floods
1209	yikes earthquake sf	train	earthquakes
1210	either felt earthquake drug strong	train	earthquakes
1211	kerala enjoying rain flood people merged mother nature blaming flood electr	test	floods
1212	sure mitch mcconnell nrsc koch brother outside group louforsenate insisted would flood	train	floods
1213	tryna eat ramen earthquake made spill	train	earthquakes
1214	getting little wet today ex cyclone debbie sent u rain great day	train	hurricanes
1215	remained bed hoped would stop damn prepared	test	earthquakes
1216	guest evacuated today thankfully	train	hurricanes
1217	earthquake scared crap knocked feces	dev	earthquakes
1218	shark sandbag surfing cyclone debbie brings flood	train	hurricanes
1219	goldengateblond yet another article feature tweet first tweet article	train	forestfires
1220	going pop anyone see making nasty comment joke state california fire try	test	forestfires
1221	farmhouse rode ferocious wind tore hole wall smashed window today	test	hurricanes
1222	flash flood warning issued allegheny county go	train	floods
1223	shockz seeing weekly new release flood yet	test	floods
1224	skibo fire wildfire approximately pm today wild fire reported township north range	train	forestfires
1225	trippen earthquake lol	dev	earthquakes
1226	firework u tonight ena jamelah seem interested watching flood world show kprc	train	floods
1227	praying friend lock gold coast experience terror cyclone	train	hurricanes
1228	dead bull shark wash severe flood	train	hurricanes
1229	smoke making ga	train	forestfires
1230	timing could worse queenslanders pummelled cyclone debbie	test	hurricanes
1231	efff earthquake pretty strong apt	dev	earthquakes
1232	cost nature serious storm cyclone debbie saturated cockatoo photo dy	train	hurricanes
1233	way win bringing orc horde flood midfield helmet though burst ball	test	floods
1234	reported user app earthquake network report radius km download app f	train	earthquakes
1235	bart amp stopped operator said earthquake cool	train	earthquakes
1236	curious know got lucky piece shit people flood life	train	floods
1237	cyclone debbie aftermath incredible image destruction devastation across qld	train	hurricanes
1238	ex cyclone debbie force mass closure queensland school	train	hurricanes
1239	cyclone debbie monster storm make landfall australia bbc news captionthe powerful storm expect	train	hurricanes
1240	cyclone debbie threatens queensland coal export	train	hurricanes
1241	going live cnni around minute discussing landfall australia	train	hurricanes
1242	holy crap never seen breathed thick smoke wildfire hundred mile away actually hard breathe	train	forestfires
1243	aerial photo show wildfire one california neighborhood	train	forestfires
1244	heavy rain moving towards staunton drive flooded road	test	floods
1245	shocking image devastating wildfire northern california	train	forestfires
1246	biohazard cleaning trauma cleaning needle clean flood clean	train	floods
1247	current situation lol everyone work gone home flooded get home	train	hurricanes
1248	school still suspending actual flood outside anyways good morning love zhangjing	train	floods
1249	apparently cyclone debbie almost named caleb instead ended piddly thing indian ocean left wing conspiracy	train	hurricanes
1250	thousand still cut supply diminishing destructive cyclone debbie	train	hurricanes
1251	least dead fire rage northern california	train	forestfires
1252	wtf moment earthquake start	train	earthquakes
1253	holy fuck meme saw used clip lego spongebob flood video watched	train	floods
1254	canadian inferno foreshadows warmer planet	train	forestfires
1255	airnewsalerts canada fort mcmurray wildfire could double size next hour	train	forestfires
1256	cyclone debbie design city withstand natural disaster	train	hurricanes
1257	hello earthquake twitter waiting deets earthquakessf	train	earthquakes
1258	hour flood watch rain finally seems imminent	train	floods
1259	cyclone debbie crazy betch got campus closed complain	train	hurricanes
1260	byndbirthday people evacuating heavy rain flood warning japan	train	floods
1261	get amp help fort mcmurray wildfire relief initiative via genesisoflegend	train	forestfires
1262	latest info red cross canadian donated million fort mac wildfire evacuee	train	forestfires
1263	school get cancelled cyclone debbie	train	hurricanes
1264	cyclone debbie make landfall australia	train	hurricanes
1265	yes well hate cockatoo grinch hotel room tweet may die shock	train	hurricanes
1266	omg earthquake dat crazy bed hella moving	train	earthquakes
1267	horrendous wildfire need decrease increase god help affected	train	forestfires
1268	fucked american healthcare system bill flood kicking going	train	floods
1269	city get bombed look perpetrator city hit wildfire look disrespectful	dev	forestfires
1270	flash flood watch friday morning prepared receive warning turn around drown	train	floods
1271	australian cyclone debbie really u	train	hurricanes
1272	earthquake warrior fan getting ready second half	train	earthquakes
1273	rt bbcnewsus photo show canadian city fort mcmurray ruin devastating wildfire	dev	forestfires
1274	reed timmer chase tornado flood threat heading east	train	floods
1275	latest california senator call hastened fire aid	train	forestfires
1276	blood pressure high enough halftime earthquake action	test	earthquakes
1277	flash flood nears west frankfort home	train	floods
1278	rain cyclone debbie insane even gold coast everywhere flooded	train	hurricanes
1279	either earthquake house possessed	dev	earthquakes
1280	like spreaded like wildfire lmfao lot people thought vert self titled avoided badly	train	forestfires
1281	prayer request dozen wildfire ravaging california taking life destroying home pray healin	dev	forestfires
1282	cool playoff earthquake	train	earthquakes
1283	mini earthquake got shook	test	earthquakes
1284	feel like person la earthquake emergency bag pre packed going year re	train	earthquakes
1285	flood wash mosque away dozen feared dead flood struck northern pakistan washing away mosque	train	floods
1286	post reading back home sunshine coast defect cyclone debbie pretty dramatic	train	hurricanes
1287	mean flood glenn mcgillivray iclrcanada	dev	floods
1288	believe wildfire really happened	train	forestfires
1289	ooh earthquake love california	train	earthquakes
1290	deadly wildfire ravage northern california threaten wine country	test	forestfires
1291	shute harbour war zone cyclone debbie	train	hurricanes
1292	smoke ft mcmurray wildfire high western lk erie check sunset p unusual hue	dev	forestfires
1293	ardenkey mandatory earthquake post	test	earthquakes
1294	jenny capri pike wildfire leave post apocalyptic aftermath alberta ten thousand jenny capri pike	train	forestfires
1295	downgraded ml czech republic downgraded ml may	train	earthquakes
1296	ready earthquake tweet lmao	train	earthquakes
1297	classless asshole trump insult california sending warm respect wildfire	train	forestfires
1298	first day summer got flood warning notification	train	floods
1299	think felt earthquake	train	earthquakes
1300	cold one u labatt brewery producing canned water fort mcmurray evacueesa canadian brew via cbcnews	train	forestfires
1301	worst ever seen flood entire life made home scariest shit ever	dev	floods
1302	airlie beach recovery mode rained night still without power water	dev	hurricanes
1303	wildfire size reported acre	train	forestfires
1304	fully equipped rescue team stationed flood prone area state proactive measure	train	floods
1305	umbrella injured tried walk dudley ex tropical cyclone debbie	dev	hurricanes
1306	felt like maybe	train	earthquakes
1307	hey billy burke hoping praying safe wildfire california going also hope daughter bluesylarue safe	test	forestfires
1308	drove smoke one wildfire last week glacier point road burning sin	train	forestfires
1309	fuck definitely earthquake	dev	earthquakes
1310	cyclone debbie last little twist	test	hurricanes
1311	cyclone debbie smashing way south	train	hurricanes
1312	cyclone debbie tail hitting u today getting flooded said going get worse	train	hurricanes
1313	care let u flood reply tl jikook fault as time	test	floods
1314	going throw water bottle u	train	forestfires
1315	mmmmm sandwich earthquake	dev	earthquakes
1316	yeah survived cyclone debbie glad sheltered everyone happy	train	hurricanes
1317	maybe take one minute day every day flood johnny black excellence lgbtiq goodness	train	floods
1318	earthquake iwate ken oki magnitude depth km	train	earthquakes
1319	strong short earthquake orinda	train	earthquakes
1320	lol even bob	train	forestfires
1321	felt outer sunset	train	earthquakes
1322	upper level low stiff arming wildfire west morning	train	forestfires
1323	uni today thanks cyclone debbie	test	hurricanes
1324	xperiablog surprisingly still run perfectly year since last flood tweeting via phone	test	floods
1325	pyxis coachgoob rmasher cajpala flood water rose force escape deeper cave tha	train	floods
1326	c mon c mon let go remote know letting junk flood	train	floods
1327	operation underway read detail	train	floods
1328	minor concord one good jolt	train	earthquakes
1329	vertiigogaming sure live australia hope fam safe light cyclone debbie	test	hurricanes
1330	san francisco smoke ash wildfire blanket california city	train	forestfires
1331	prez moronic asshole	train	forestfires
1332	mini san jose monday	train	earthquakes
1333	school cancelled cyclone staying one important	train	hurricanes
1334	earthquake earthquake yeah earthquake	train	earthquakes
1335	minjastars heck mom cute mine text flood typo bad enough sometimes	dev	floods
1336	aspire like mt fuji broad solid foundation strongest earthquake move	train	earthquakes
1337	thought complaining smoky air town come across heartbreaking story	train	forestfires
1338	watch pakistani journalist sits floating tube reporting flood	train	floods
1339	believe wildfire still going canada	train	forestfires
1340	feel like flood cbs today phone call audio	dev	floods
1341	joe sugg currently stuck aftermath cyclone debbie gaming series binge watch	train	hurricanes
1342	saqibraja iamshafaatali janab flood aur ponding rain faulty drainage system ka faraq samjhain l	train	floods
1343	anyone else bay feel earthquake	train	earthquakes
1344	california wildfire resident find devastation santa rosa	train	forestfires
1345	escaping wildfire convoy least people forced flee	train	forestfires
1346	bro trippin earthquake	train	earthquakes
1347	canada fort mcmurray wildfire via youtube	train	forestfires
1348	met summer started kiss fucked good flood wrist	train	floods
1349	last thing would wearing earthquake massive fckn poncho	train	earthquakes
1350	least dead thousand evacuated california wildfire	train	forestfires
1351	poor sean omg heart hurt throat tight seeing studio apartment flood	train	floods
1352	cyclone debbie view space expose force nature	train	hurricanes
1353	flash flood warning	train	floods
1354	flash flood scared shit	train	floods
1355	dare rude earthquake disturb darling sleeping dog	train	earthquakes
1356	one felt earthquake	train	earthquakes
1357	souljaramanga lol run bout flood mention	train	floods
1358	queenslanders beautiful twitter amp please stay safe indoors cyclone debbie c	train	hurricanes
1359	thousand without power storm flood pittsburgh region via triblive	train	floods
1360	eye remnant cyclone debbie finished u	dev	hurricanes
1361	sydney wettest march year result ex tropical cyclone debbie please take extra care	train	hurricanes
1362	getup today calling naif funding used rebuilding infrastructure smashed cyclone debbie adani dangerous mine	train	hurricanes
1363	canada evacuating people air massive wildfire continues grow fox news	train	forestfires
1364	yep getting bit drenched right	train	hurricanes
1365	desperate flood u traitor lot vote change	train	floods
1366	halftime earthquake game great	train	earthquakes
1367	earthquake bay area fam	test	earthquakes
1368	cyclone debbie queensland police fear fatality extent damage unclear	test	hurricanes
1369	woah earthquake sf huge train passing one ever tell	train	earthquakes
1370	mahdianpfm hello bencana bot reply send flood report	train	floods
1371	oh felt earthquake	train	earthquakes
1372	oh flood zone	train	floods
1373	earthquake occurred near hawaii region hawaii utc	train	earthquakes
1374	huge sadness loss newly born wildlife wood fragile run fly away	train	forestfires
1375	heavy rain hit north china inner mongolia creating vast area flood water	train	floods
1376	beegilly flash flood warning	train	floods
1377	come rain mm rain ex cyclone debbie going get flood next week sometime	train	hurricanes
1378	wildfire leave dead california resident return burnt home	train	forestfires
1379	cyclone debbie hitting u hard road house metre fast flowing	train	hurricanes
1380	swear improved flood population	train	floods
1381	cousin family lost home yesterday family safe amp together please pray affe	train	forestfires
1382	truck submerged floodwaters cyclone debbie	train	hurricanes
1383	thanks cyclone debbie day school stop need power scared dark	test	hurricanes
1384	evacuation ordered deadly wildfire scorch northern california cnn	train	forestfires
1385	mean tell nj went everyone outside sun loving life waking flash flood warning	train	floods
1386	sad news qld debbie cockatoo died represented many animal injured cyclone	train	hurricanes
1387	qgovmedia emergency contact info ipswichcouncil assistance available stay safe everyone	train	hurricanes
1388	wow loud small earthquake	train	earthquakes
1389	okay fun go away sick cancelling shit rain	dev	hurricanes
1390	almost year hurricane harvey flooded large swath coastal texas state receive bil	train	floods
1391	wildfire could yield california wine hint smoke reuters via nyt	train	forestfires
1392	omg sorry people industry whose as er asset stranded	train	forestfires
1393	update flash flood warning issued part western west virginia county	train	floods
1394	yum flood day taft	train	floods
1395	omg debbie cockatoo died cyclone debbie cockatoo via newscomauhq	train	hurricanes
1396	earthquake km e entiat washington mon may pt	train	earthquakes
1397	trinis flee wildfire trinidad news	train	forestfires
1398	headline official fear massive canada wildfire could double size see	train	forestfires
1399	alberta displaced people thousand home share donate	train	forestfires
1400	never seen road flood fast lc	train	floods
1401	could earthquake terrorist attack wildfire minute school still continue pile u work test	train	earthquakes
1402	someone tell step sister step grandma flood like thanks dad help	train	floods
1403	really hoping debbie make cable drop pd time	train	hurricanes
