Tweets	partition	Topics
relief effort stepped flood affected area odisha india radio	train	5
rt rt volunteer share view farah live morning show	train	0
rt govt refused take aid kpk govt flood affectees well done would help strengthen	train	7
rt new island come smoking earthquake	train	0
rt priest miguel pajares flown spain ebola treatment	dev	9
rt gp stay alert case serious acute respiratory symptom arabian peninsula stay till day prior	train	6
rt like velociraptor say australian survived cyclone pam vanuatu	train	10
margaret river company hope sell vanuatu chocolate within year despite cyclone damage	dev	10
rt nepal earthquake touched avalanche mount everest causing injury death	train	11
rt omg scaryyy	train	3
prayer lost family confirmed dead nepal earthquake via	train	11
rt team working get better picture humanitarian need area hit	train	8
hurricane odile briton found dead mexico	train	4
rt volunteer srinagar flood number matter great importance	train	7
via death toll chile earthquake tsunami alert still effect	train	3
jannat director kunal deshmukh safe quake hit nepal talked kunal amp sonali r sitting kathmandu runway	test	11
request twitter friend pray help flood victim pakistan request politician kindly build dam	train	7
rt people wish help jammu amp kashmir flood victim donate rashtreeya swayamsevak sangh initiative	train	7
rt news flood indian administered suffers flood official neglect	train	7
consequence action resource southern punjab looted spent upper punjab faced flood	train	7
score killed flooding nepal india via	train	5
restaurant damaged half pool ocean	dev	4
suspect coronavirus sign temperature body elevate	train	6
watching something first time asking hella question like know outcome	train	9
rt let u alert	train	8
photograph devastating earthquake wipe important monument nepal	train	11
ebola virus prevention transmission	train	9
rt rizal province class level suspended tomorrow december via	dev	8
california wine country quake loss seen billion reuters	train	1
rt health official reported first apparent case person person transmission mers virus	test	6
purge real ill go hit bukoo hair store shoe store amp clothing store lol	train	5
people tweeting need get grip reality happened chile	train	3
airport month ago hurricane odile struck cabo san lucas prayer	train	4
relocated reporter delhi bit wet please flood india tech idea	train	5
saudi question mecca preparedness mers spread mers virus spread saud	train	6
rt case mers health care worker exposed mers patient flu like symptom	train	6
ruego sus oraciones por nuestro pais hermanos maranatha	train	2
rt nuestras oraciones nuestros hermanos chilenos	train	2
rt nepal map data updated every min	train	11
california quake one big one cnn cnncalifornia quake one big one cnn cnn	dev	1
rt people affected five district awaran panjgur chaghi khuzdar gwadar death wounded	train	0
damage california earthquake could top billion via	train	1
sct mexico flight armed force amp commercial airline rescued nearly tourist stranded	dev	4
rt ellos tambien son victimas del terremoto necesitamos su ayuda	train	2
head special auction cobra dxiv compact ch cb radio pa	train	5
rt may lord bless everybdy nepal go rough period hope every nation come wit aid god bless every	train	11
rt december level ncr except caloocan h manila city	train	8
rt flood landslide kill least people nepal northern india official say	train	5
rt yes please	train	3
new massive earthquake rock southwest	train	0
rt odile pummels baja california dozen injured thousand evacuated building destroyed	train	4
today monday mishmash focused something important	train	11
rt menacing eye menacing typhoon	train	8
rt asciende seis la muertes levantan alerta de tsunami	train	2
rt hr control room mea nepal thanks india assistance	dev	11
rt climber dead missing quake triggered avalanche mt everest follow live	test	11
rt finally plane depart	train	10
rt crew hokule hunker cyclone pam nears new zealand	train	10
area miramar family communication since sunday damage	train	4
donation victim hurricane odile via r mexico	dev	4
rt earthquake reportedly creates new island	test	0
rt cyclone nathan maintains turn trajectory	train	10
rt decoding flood india million affected r crore lost every year	test	7
organo gold tropical cyclone pam becomes category storm menace vanuatu cnn	train	10
rt dead dozen injured india nepal quake	train	11
rt track movement worldview browser	train	10
rt magnitude earthquake occurred mi se san fernando california detail map	train	1
footage show moment devastating quake shatters nepal cctv footage emerged moment devas	train	11
update live ncell ntc	dev	11
pero eso eres tu va de la mano con el cuento de los tragos luca que mataron suecia	train	2
hope everyone able get today bay area california	train	1
cyclone pam dozen feared dead vanuatu outer island	train	10
earthquake program ndma military official continue refuse accepting outside help	train	0
mers mystery disease detective search infected traveler	dev	6
thousand still stranded flood hit kashmir least dead divided himalayan region part p	train	7
india odisha flood situation report source caritas country india situation ground death	train	5
raider assist napa earthquake recovery effort american red cross napa valley unified school distric	train	1
rt tragic time let u forget azad kashmir pakistan also reeling flood may allah protect u	train	7
earthquake chile tsunami warning southern peru thing look good people taking preventive measure	train	3
clearly reflects much hatred guy people tarnish nation image	test	11
rt heartbreaking see extensive damage due direct hit hurricane	test	4
rt report vanuatu devastated nation face uncertain future cyclone pam http	train	10
airport alert nd mers case confirmed huntsville ala waay center disease control	test	6
origami cyclone seen background ep mario	train	10
fucking hate bitch think good shut ugly asf oh well thanks perf boo	train	5
rt albay zero casualty zero injury zero missing negligible damage say	test	8
rt nawaz sharif call pm modi appreciates india rescue effort nepal	train	11
rt wed look climate viticulture pest challenge plus napa earthquake join discussion pm et	train	1
many dead nepal india flood thinking friend	train	5
reservation krt politician imran khan injured	train	0
rt ocd landfall within hour power area samar albay sorsogon tacloban cell phone signal getting scratchy	train	8
utc km ne wofford height n w sr depth km	train	0
liberia red cross train operates dead body management team job important stopping transmission amp dignity dead	train	9
break heart hear real life story nepal earthquake waiting limbo flight home	train	11
rt wish everyone safe	train	3
tsunami alert morning chile earthquake	train	3
live kashmir flood	train	7
rt solidarity sympathy need climate justice htt	train	8
mt situation report earthquake	test	3
chinese bank step property lending	train	5
vanuatu cyclone first aid reach island ravaged pam bbc news march last upd	test	10
pagasa downplays fear become another super typhoon	train	8
least killed rapti ganga express ram autorickshaw bihar	train	5
rt stormy sky loom vulnerable coastal community calbayog	train	8
napa earthquake big blow california wine industry oregonian	train	1
rt assure people problem j amp k alone national tragedy pm kashmir flood	train	7
death toll flood india pakistan reach authority warn flooding	train	7
rt cdc trying track nearly people may exposed deadly mers disease	dev	6
rt samar preemptively declares state calamity buy relief good jennifer allegado	train	8
rt trying locate friend family nepal try cont	train	11
prepared aftermath second hurricane said one arizona ever today	dev	4
iranian medium say police shot killed shortly entering police port town	train	0
rt everything know ebola wrong scoop myth circulating viral disease	dev	9
internet still satellite kashmir flood totalled surface connection twitter app post hence silence	train	7
haryana cm hooda flag relief material flood hit kashmir new delhi ani harya	test	7
australian aid way deadly wreaks havoc vanuatu report	train	10
volcano snorkeling snapshot vanuatu volcano snorkeling snapshot south pacific cyclone hit vanuatu	dev	10
rt tamil nadu cm j jayalalithaa give r crore relief grant people jammu kashmir batttling worst flood	train	7
center disease control prevention cdc confirms mers u	train	6
rt many team send ford found greenpeace rescue op nepal	test	11
rt calling support un disaster assessment simple click go	train	10
rt photo damage napa ton coverage htt	train	1
rt thought w friend colleague mexico dealing w aftermath powerful hurricane odile new storm form htt	train	4
rt guideline preventing transmission hospital updated follow precaution protect staff amp patient	dev	6
tygerberg hospital ready treat ebola disease	test	9
killed including sleep landslide hit india heavy downpour india triggered l	dev	5
painmaren pam poze baby quiking	train	10
time reinforce rltns nepal stand side let u use exprince kashmir yemen utrkhnd go	train	11
controlled trial needed ass disease pathogenesis candidate therapeutic mers cov	train	6
sure know guy fine chile earthquake happened min show time played	train	3
rt thinking people approach nears staff medical	test	8
nepal earthquake everest cleared dozen briton still missing	train	11
rt awesome post debunks many myth trailed virus disease	train	9
rt seriously two hcw showing symptom contact patient frustrating	train	6
rt northern chile get brunt force tsunami keep hitting hour come pacific tsunami warning cent	train	3
one way help odile victim follow u	train	4
rt cnn missed india list nation helping nepal amp india pouring heart height presstitution	train	11
alongside crew dubbed rescue plane bus feel surreal still thinking others	train	4
first dance husband wife congratulation marco pam	train	10
high alert cat super cyclone pam heading towards new zealand via	train	10
help make happen help local fishing family cabo rebuild	train	4
km se loma linda california detph km utc	dev	0
km ene pine valley california	train	0
help victim magnitude earthquake rocked nepal devastating force saturday killing	train	11
prominent legislator fail submit statement asset within deadline islamabad l	train	0
p prado cn serrano el contenedor de basura esta ma alla de su capacidad q pasa con los recolectores hay riesgo sanitario ayuda	dev	2
rt concern local doctor break fear v fact answer commonly asked question	train	9
new power deal help export electricity	train	5
rt catastro preliminar de danos patrimoniales incendio de casas patrimoniales en zona tipica centro historico	train	2
dozen feared dead cyclone hit island nation vanuatu	train	10
rt pandemic killing zimbabwean week	dev	0
rt update injured critical least without power	train	1
new chile earthquake nuevo terremoto chile via	train	3
flood landslide nepal northern india killed nearly people score missing loc	train	5
thank friend good night	train	3
damage downtown building seen earthquake magnitude aug	train	1
chile earthquake linda perry baylor tumblr pro tiger wood amy schumer champion league best	train	3
rt update chile navy say tsunami already hit area north country following massive earthquake offsho	train	3
stay strong never lost hop	train	3
km se punta cana dominican republic	dev	0
rt let u play part help affected flood buy naya pakistan shirt profit go towrds ikf flood victim htt	train	7
aid arrives cyclone hit vanuatu	dev	10
rt sends plane rescuer essential kathmandu photo via	train	11
rt crazy busy day night amp crew field thought r w victim serious blow	test	1
rt thought affected earthquake wish safety midst aftershock	train	0
rt levantan alerta de tsunami en chile luego del terremoto de grados que hasta el momento deja muertos	train	2
rt let u keep chile ecuador amp peru thought prayer	train	3
usa earthquake three critically injured almost treated napa hospital following ginalimp califor	train	1
live chat end pm ask expert question	dev	9
two pilbara port shut tropical cyclone olwyn approached significant impact operation port hedland	train	10
aquamarine spring color pam	test	10
rain pouring lb	train	8
rt nepal flood toll hit fear disease rise	test	5
south america chile antofagasta san pedro de atacama preliminary earthquake report	test	3
many dead nepal india flood least people reported killed	dev	5
rt prevent natural disaster prevent gorkhas died india turn help nepal bou	train	11
rt continuamos ayudando aportan con frazadas alimento al hogar el turron de h	train	2
maqbooza kashmir also heavy flood n pakistan quite somthing	train	7
ebola disease people love fear fear ebola reflection infectious disease narra	test	9
rt j amp k flood helpline number delhi	train	7
philippine typhoon downgraded death toll rise least typhoon hagupit weakened tropical	train	8
rt chile massive copper mine appear dodged quake harm	train	3
terremoto en chile ollanta humala ofrece ayuda para buscar desaparecidos tambien ha ordenado que la policia	train	2
napa business working aftermath	train	1
rt death toll updated say nepal home ministry	train	11
listen tweet lt	train	3
rt area sorsogon experience blackout loom	train	8
muertos aumentan tras terremoto en chile ampliamos	train	2
trying get relief work done victim situation good likely food item air dropped	train	0
rt stay safe	train	8
bay area resident spring earthquake preparedness mode following quake napa earthquake many	train	1
rt earthquake state emergency declared california earthquake	train	1
rt saudi arabia find another mers case disease spread	train	6
flooding disrupts northern eastern india rescue operation underway	train	5
rt california usa vallejo breaking news earthquake earthquake california napa shaken bay area st	train	1
rt volunteer flock napa help earthquake victim kindness stranger keep amazing	train	1
grabbing headline deadly disease r spot	train	9
canada quarantine patient ebola like symptom	test	9
rt sad see punjab gilgit baltistan amp azad jk flood may allah paak reham u may allah paak forgive sin	train	7
rt damage car rubble third brown street	test	1
california resident see mysterious light flash sky earthquake naturalnews magnitude	train	1
rt watch e news right catch interview	train	11
maybe worthy reminder minority include people questionable reason	train	9
rt interesting graph data analysis jawbone napa earthquake affected sleep	train	1
rt brought complete devastation see helping	train	10
martin called pam marmaduke almost threw	train	10
rt pls advised class lpu manila suspended dec announced mayor stay safe dry lycean	train	8
earthquake warning system exist california pay one	train	1
two people killed typhoon hagupit leaf trail destruction across philippine full detail	train	8
topless miley cyrus cover nipple	train	8
wishing everyone baja peninsula safety shelter	train	4
rt usgs earthquake shake california bay area	train	1
rt image kashmir flood	train	7
sure question pam big yes	train	10
cdc post updated guideline preventing transmission mers hospital	dev	6
rt stay safe philippine rt amp share important hotlines forget charge phone h	train	8
cyclone pam vanuatu need food	test	10
rt rescue effort assessing damage underway cat	train	10
rt nope rt ebola airborne disease	train	9
rt el gobierno de confirma muertos causa del	train	2
rt dr carrie delone pa physician general take question state readiness	train	9
rt iglesia de aysen se suma campana de ayuda por terremoto en chile solidaridad nuestro norte	train	2
rt flood ravage village bihar death toll pegged	train	5
rt get greater yet find	train	5
rt killed deadliest earthquake year please give via	train	11
embrace social medium aid flood victim kashmir nida najar ellen barry via nyt new york time	train	7
rt updated rapid assessment suparco	train	7
vodafone ensuring connectivity customer flood hit jammu kashmir bgr india bgr india vodafone	train	7
rt critically injured villager admitted mkcgmch berhampur city	train	5
satellite imagery show pakistan island emergd aftr huge earthquake	train	0
rt living makeshift tent clean water amp food scarce	train	11
bbc news nepal india flood leave many dead	test	5
hurricane odile leaf trail destruction baja peninsula lt lt	train	4
rt ebola going come close friend amp family member ijn rt claim	train	9
km ssw kichera russia sunday september utcsunday september	train	0
parece conveniente unir lazos con chile enviarles ayuda carpas frazadas agua etc por el terremoto	train	2
case fatality rate patient showing symptom	train	6
flood fury uttarakhand assam bihar lakh displaced via zee news	train	5
rt announcement pagasa super typhoon strong feeling kingina mo advised feel	test	8
eastern india flood kill displaces new delhi flooding eastern india killed people	train	5
rt preparedness work download checklist crucial item go bag	train	8
expect many unprecedented till flood r progressing poor nature dsn know react	train	5
rt send relief good earthquake victim	train	0
rt earthquake km nw american canyon california	train	1
question deadly middle eastern virus showed indi	test	6
rt dswd soliman approximately evacuation center e samar	train	8
boy hurt california quake dead washington post	train	1
duahs people chile	train	3
elca offer prayer affected california earthquake via	test	1
white house stand ready help chile earthquake government prepared	train	3
smh trent breaking news dead hospitalised high salt consumption ebola prevention	train	9
one way help odile victim	train	4
mers hit scientist search cause treatment two case middle east re	train	6
magnitude km ese vostok russia	train	0
rt donate trusted earthquake relief v baloch welfare society visit fb page account info	train	0
nepal india begin relief effort monsoon flood claim least life	train	5
rt latest jma forecast track philippine time crawling samar	dev	8
rt beef masala mu b relief material minority community nepal sanghis let minority eat nepal	train	11
many dead india flood august last updated many villager	train	5
rt usgs report km ene badger alaska utc	test	0
rt common injury crush injury fracture amp brain spine injury	train	11
rt figure skater donates help young victim	dev	11
rt nepal overwhelmed following deadly earthquake report kathmandu	train	11
death toll fresh quake reach awaran area repots pak medium	train	0
rt lucero envio oraciones bolivia tras la alerta de tsunami desatada por el sismo en chile lo que provoco burlas	dev	2
rt hurricane odile slam mexico baja california hurricane odile blazed trail destruction mexico	test	4
hagupit ravage philippine watch	test	8
rocket fired chairman ndma helicopter near mashkey awaran safe	dev	0
rt arriba dios con ustedes abrazos oraciones los afectados amo chile	train	2
atlantic ocean north greenland kujalleq prins christian sund preliminary earthquake	train	0
rt icymi nd case confirmed symptom potentially fatal virus	train	6
odile whatever remains would help ca drought problem going veer flood arizona instead	train	4
health minister affirms bahrain free coronavirus disease	train	6
rt qissa khwani blast lady reading hospital confirm killed far injured received	train	0
rt snuck hotel lobby massive destruction imagine rest hotel	test	4
rt prayer former cyclone basketball teammate rodney hampton currently coma henry ford	dev	10
praying incl staff volunteer amp animal society	dev	4
men woman child injured shifted treatment balochistan	train	0
quake california wine country injures dozen seattle time	train	1
bad idea call typhoon hagupit came	train	8
rt storm signal raised area intensifies	train	8
rt organisation planning support response may help	train	10
rt photo isolated island thrashed cyclone pam pose challenge relief effort	train	10
aftershock rock quake hit area	train	0
relief activity earthquake victim	test	0
auto dealer suffer hurricane damage cabo san lucas	train	4
top story km nw american canyon california see	test	1
news hundred thousand still stranded killer kashmir flood	train	7
rt orlando hospital say secondary transmission healthcare worker nd u case	train	6
desperately need hurricane destroyed whole state	train	4
rt aww lovely tweet thrilled happy service pam sb	train	10
rt nd nurse travelled air day reporting symptom cdc tracking passenger	train	9
rt rt missing stude kashmir hit massive flood last contact sep call	test	7
pedersen also nurse recently monrovia liberia working msfs largest ebola treatment centre	train	9
may god give nepal people strength power fight condition c	train	11
live footage earthquake kathmandu via definitely see	train	11
level sa laguna class tomorrow december	test	8
pm nawaz sharif announced r million lost family member flood detail watch	train	7
rt pray chile oren por chile	train	3
world health org say ebola spread faster control amd might spread thru airborne transmission	train	9
cyclone vanuatu rebuilds foreign aid delivery relief supply vanuatu battered island	train	10
lord save family deadly disease called ebola amen	test	9
know mers terrible disease sound adorable kind like	train	6
typhoon triggered one largest peacetime evacuation history via	dev	8
world health camel reason corona virus transmission	train	6
rt seremi mineria entregando ayuda en caleta chanavayita gob regional esta llegando todo el borde costero ht	train	2
rt best pick line	train	5
rt oxfam urgently responding devastating humanitarian crisis	train	10
rt en la ayuda la esta haciendo luz ebensperger	train	2
cuando le dijeron que hubo un terremoto con varios muertos cfk dio la orden de rajar calafate al enterarse que fue en chile se quedo	train	2
news dead even odisha flood water start receding	train	5
rt quick ebola fact e everyone get b body fluid contact infected people aid transmission	train	9
looking missing family friend post please send u photo amp contact detail	dev	11
typhoon hagupit nears philippine people philippine brace typhoon hagupit powerful storm expec	train	8
magnitude km nnw talkeetna alaska	train	0
rt urgent online support needed skill necessary spread word	train	11
rt incredible image man trapped upto chest one lucky one	train	11
rt powerful typhoon slam eastern philippine	train	8
bbc news pakistan flood thousand stranded homeless	train	7
rt let u take moment amp involved flt amp amp	train	3
inf gobierno de chile confirma cinco muertos causa del terremoto santiago de chile chile	train	2
hagupit bear philippine bbc news	train	8
rt second earthquake day first california magnitude earthquake strike southern peru	train	1
first case mers cov reported indiana center disease control prevention say via	test	6
se elevan seis los muertos por el terremoto en chile via	dev	2
every animal disease man ebola signifies batman time	train	9
islamabad dharnas give protest sit in help mitigate flood misery	train	7
rt firmalo say romblon resident evacuated time unlike last year evacuated typhoon yolanda	dev	8
rt rushing respond water food emergency shelter help u	train	10
rt score killed flooding nepal india	test	5
beautiful cabin courous see napaquake damage way tahoe	train	1
dear eastenders please get rid pam fucking annoying fuck	train	10
rt usa fear treatment serum u ebola outbreak devastating ebola outbreak	train	9
rt explained bad damage prepared nepal	train	11
oraciones bendiciones para todo el pueblo chileno	train	2
orlando mers virus case spark question video	train	6
rt heard going burst tear lot jew around world come forward con	test	11
song shake rock much caused california shaken aftershock	test	1
deadly cyclone strike pacific island nation umbc suspends lax player detail	train	10
rt isi hijack california earthquake hashtags post threat twitter	train	1
dozen killed flooding northern eastern india ugh priest gone home	train	5
donate nepal earthquake appeal	dev	11
thought go post hurricaine hope everyone safe sound	train	4
un ready help relief quake affected area pk authority refused	train	0
forget medium hype get real answer question	train	6
itg amp edtech member alina nevins pam patterson ed neill presenting blogging nercomp next week	train	10
rt take care safe always pray god	train	8
rt blown dyke due water pressure mill affected flood mill displaced september	train	7
rt add list question long prodrome may add time ability travel disseminate ne	train	6
almost like beast unleashed cyclone pam tear tiny pacific archipelago vanuatu	train	10
rt manila suspends class level tomorrow via	dev	8
pm modi leaf jammu kashmir review ass flood situation	train	7
frequently asked question answer	train	6
breaking update news follow	train	3
rt help friend help others	dev	11
odisha farmer suffer huge crop loss flood	train	5
rt people flood affected area poonch j amp k provided healthcare relief material	test	7
death reported magnitude earthquake hit chile tsunami warning watch canceled	train	3
nepal hospital overwhelmed cnn reporter amp surgeon drsanjaygupta stepped help	train	11
currently mostly cloudy charlotte new caledonia temperature f c	train	10
rt hf ready send medical team survival kit pls donate disaster fund h	train	11
thought wish go friend family napa devastating earthquake	train	1
rt rt photo california	train	1
typhoon downgraded tropical storm approach philippine capital	train	8
km w awaran pakistan	train	0
odisha flood kill leave villager marooned reuters india jatindra dash tue	train	5
rt india farmer kill large predator prey specie increase damage crop kill htt	train	5
rt pakistan new earthquake made island emits flammable gas th island emerge near gwadar video	train	0
rt informa k animales costanera aun son evacuados en su totalidad sin cuidados ni limpieza difundir	train	2
flood fury uttarakhand uttar pradsh bihar assam lakh displaced	test	5
djcinnful playing pam tillis shake sugar tree	dev	10
via napa quake tasting room serving several vineyard heavily damaged	train	1
point drying hair cycle work morning	dev	10
rt noticiero sexy de quefish terremoto en chile pokemones ayudas con un rt muack	train	2
rt bit victim devastating earthquake nepal donate via human appeal scene ht	train	11
rt neighbour need support donate help child affected	train	10
two health worker hospital orlando patient quarantined showing symptom	train	6
cyclone pam hammer vanuatu least confirmed death	train	10
rt join red cross find thousand missing nepal quake	dev	11
mers search disease detective beat bush virus	test	6
center upgrade level flood alert eastern	test	5
twelve die bihar flood lakh hit	train	5
vanuatu resident remain shelter massive cyclone	train	10
rt communication fully running	train	3
rt may allah help nepal grant strength lost loved one amp give patience	train	11
really suffering hella flood recently cunt india area kashmir effected though	test	7
rt devastation caused cyclone pam vanuatu extremely unfortunate share sorrow amp pain hav	test	10
rt forecast go next check pagasa amp jtwc path map http	train	8
kashmir flood modi offer help pakistan islamabad say relief siasat	train	7
nepal news release operation usa aid recovery effort nepal following	train	11
km nne poso indonesia	train	0
rt vanuatu condition amp difficult amp philippine typhoon	train	10
rt al contrario seguimos muy pendientes en lo que podamos ayudar ya saben abrazo	train	2
magnitude earthquake sweetwater county southwest wyoming	train	0
plan protocol place responding infectious disease outbreak	train	9
rt region reel flooding rt	train	7
effected area yearn relief continue target helicopter rocket	train	0
make thug life video thug life maker nepal pelle e e	test	11
last night p chile earthquake measuring past hr chile measuring amp sign time	train	3
south america chile maule constitucion preliminary earthquake report date time	dev	0
hurricane odile make landfall cabo damage rprtd across mx peninsula	train	4
pakistan explosion car bomb peshawar market cause dead	dev	0
rihanna know diharrhea hanta new nasty scary disease like holy fuck want bunker	train	6
rt no olvidemos de los perros abandonados orientalos para ayudarlos subir zona seguras	train	2
relief agency prepare emergency resp approach	test	8
rt thought people deep condolence family earthquake victim	train	11
rt napa boy crushed brick chimney quake dead	test	1
rt ndrf team sent affected area	train	11
long ride escape flooding ashigarh northeast india afp via	dev	5
rt verizon waive charge long distance call amp text originating u nepal april may	train	11
rt arabia find another mers case disease spread	train	6
rt saudi arabia issue mers advisory people handle camel expert say likely link disease	dev	6
rt updated animation northern chile april via	train	3
pakistan india flood death toll pass	dev	7
rt former super tropical cyclone pam evolves become week	train	10
rt los cabos guest amp employee safe new arrival accepted assessing damage	test	4
rt na lady wey sabi cook go get excuse food dey salty dem go say na ebola prevention	train	9
rt typhoon strengthening approach currently cat alert amp staff	dev	8
rt exported u flew riyadh april chicago took bus indiana respiratory symptom began april	test	6
rt coming live fox cal tech latest	train	3
earthquake warning system exist california pay one california prefers waste money buying vote	train	1
wash hand go doctor flu like symptom co catching mers virus	train	6
help rt sister sydney schumacher missing info website help	dev	11
simon rescue effort vanuatu remote pacific island continues	train	10
rt ey hello rt u man international fan turkish afghan even indian flooding	test	5
rt super typhoon hagupit strengthens mph max wind storm track toward philippine jtwc report	train	8
country u give money help u	train	3
rt tired waiting aid thousand nepal capital flee city surrounding plain	train	11
gap year teacher evacuated vanuatu island cyclone pam five australian british volunteer airl	train	10
peru convocara consejo de seguridad nacional tras terremoto en chile via	dev	2
rt jammu kashmir army rescue people flood column deployed via	train	7
daily rant amp rave rescue hurricane odile rave alaska airline sending humanitarian flight cabo	dev	4
rt strongest storm sth pacific year left trail destruction photo	train	10
another example strong stand eq saving life amp protecting home	train	3
score killed flooding nepal india	train	5
napa earthquake hastens call warning system businessweek	dev	1
northern california september gmt	train	0
also show fight	train	5
rt kashmir flood construction river bed scanner	test	7
faq mers cov center disease control prevention	train	6
notification electricity price hike submitted sc	dev	0
usgs report km wnw cobb california utc	train	0
obama said jv disease	train	9
rt today pacific ocean killed people different island samoa tonga	train	0
vsa volunteer staff vanuatu confirmed safe well read	train	10
please specific say slightly weakens give u number	train	8
rt survivor drank urine trapped hour	train	11
rt infectious disease doctor discus via	train	6
death toll exceeds people	train	11
rt ab blood urgently required lahore general hospital contact via	train	0
california earthquake total mayhem globe mail	dev	1
liked video raw hurricane odile damage landfall amp hit baja california cabo san lucas	train	4
bbc news typhoon hagupit sweep across philippine	train	8
rt disease circulating waiting come set shop united state list big five	train	6
noticed fukuda really answer vital question regarding case control study saudi arabia	train	6
rt thank win today lord also pray brother sister nepal give strength overcome	train	11
skater make best napa earthquake shredding buckled street quote jurass	train	1
uav footage damage quake hit napa valley earlier week	train	1
rt hanging local need help	test	10
preferential treatment two american v risking life experimenting rd world patient justified	train	9
rt pagasa pas close metro manila p time metro manila may experience heavy rain	train	8
dead lakh affected wreak across	train	5
rt china express discontent india work nepali govt asks india fly close chinese airspace	train	11
jawbone look data see many woken napa earthquake	train	1
coast tarapaca chile	train	3
able elbo form word ebola	test	9
scientist question saudi openness deadly mers virus outbreak kate kelland london june reut	train	6
dozen killed monsoon flood ravage india nepal	dev	5
supposed h exam teacher came minute late min could used solve last question	train	9
declares ebola international health emergency death toll nears warning come u authority warn disease	train	9
strong shake offshore tarapaca min ago info	train	3
rt massive even space video typhoon ruby seen int l space station htt	test	8
new many dead nepal india flood world latest world latest	train	5
rt army continues intensive rescue operation flood hit j amp k see http	test	7
hundred dead monsoon brings chaos northern india nepal	train	5
rt million risk typhoon hagupit philippine	test	8
main bhi rt govt face flood demand bharat ratna	train	5
cyclone devastates pacific island cyclone pam completely devastated island vanuatu coul	train	10
small aftershock strike california injury damage reported geological survey say magnitude	train	1
deadly respiratory disease mers spread iran	dev	6
rt thought amp prayer nepal emergency team effected quake	train	11
rt f case latest ksa report tested neg twice onset respiratory symptom finally tested po day aft	train	6
flu must ebola soccerball disease feeling sick	train	9
rt interesting trending prayer concept even practice still term use	train	3
rt eso que son gobierno notable trabajo ayudan ht	train	2
travel vanuatu department foreign affair trade australian government	train	10
rt latest four cyclone image	dev	10
rt based preliminary indication main humanitarian need expected food water access healthcare amp emer	train	8
odisha flood death toll reach water level recedes slowly via	train	5
rt evacuation massive iquique	train	3
wish bad dream would wake tomorrow	train	5
rt everything else happening nepal kathmandu post still covering world news including	train	11
rt gracias sabemos que son comunas con menos recursos que tienen el gran gesto de ayudarnos rt	dev	2
km nw curanilahue chile	train	0
rt vanuatu monster cyclone kill displaces people devastating	train	10
rt typhoon approaching people philippine taking social medium share vital information	test	8
rt photoalbum send relief good victim	train	0
cdc race track people exposed mers team center disease control working around th	train	6
california wine country hit strong magnitude quake via	train	1
rt meet lahore first baby born pak army bhaktapur field hospital	train	11
picture day tourist take shelter hurricane odile batter los cabos	train	4
rt extends condolence service available student staff affected	train	11
rt oh gosh made thank lol lmfaooo	train	8
estamos eternamente agradecidos alcalde de alto hospicio los vecinos de la condes por la ayuda post terremoto	train	2
rt balochistan awaran house damaged death countless injury medicine relief	dev	0
rt oraciones para dios los bendiga	train	2
rt breach different river embankment recent flood odisha	train	5
please help u prayer victim typhoon ruby philippine thanks	dev	8
rt area state calamity december	train	8
rt learn world vision work chilean community	train	3
rt travel time effect wave	train	3
rt mers mystery disease detective search infected traveler	train	6
heart prayer affected disaster	train	3
rt nepal struggle recover dead	train	11
rt clear need improve healthcare worker knowledge attitude apply infection prevention amp contro	test	6
rt massive cyclone wallop tiny pacific archipelago	train	10
rt eu response immediate response m contribution expert eucpm	train	11
rt skater make best napa earthquake shredding buckled street	train	1
rt question deadly middle eastern virus showed indiana	train	6
rt tragic incident like one nepal today reminds superior power live life humility love fo	train	11
look like one los cabos webcam still operational even damage	train	4
like infectious disease visualisation thank sharing	train	9
rt confirmed lab evidence sustained transmission	train	6
gray nepal gay marriage connected	train	11
rt drone footage earthquake damage napa	test	1
deadly monsoon hit india nepal dozen people killed flooding northern	train	5
typhoon battered atimonan town quezon province	train	8
disease cure elected president first	train	9
live earthquake aftershock measuring hit nepal fresh tremor felt new firstpost firstpostlive	train	11
jim pam relationship goal af	train	10
rt w b liverpool live stream ftblsk ftblsk nepal bruce jenner lamela colin blo	dev	11
news death toll pakistan india flood rise voice america	test	7
rt patient fully recovered treatment centre guinea amp sierra leone	train	9
ebola disease people love fear	test	9
rt hindu bear loved one body nepal holy site nobody love much	train	11
rt infographics step effective prevention cc	train	9
respected sir news coming flood banaras request loved pm visit meet people area	dev	5
rt rocked earthquake km ne l esperance rock new zealand	test	0
prayer go family friend cabo affected hurricane	train	4
deadly mers disease found	test	6
rt thank well wish napa earthquake open business thanks amazing hard working staff hb	train	1
good evening everyone keep safe	train	8
rt judicial watch obama plan bring infected foreigner usa treatment another one	train	9
rt blessing nepal right straight disaster	train	11
person found mad pam gellar	train	10
day trapped got back hurricane prayer friend baja	test	4
rt breaking update death toll earthquake rise	train	0
en la ayuda la esta haciendo luz ebensperger	train	2
nepal mission departs idf stand	test	11
video chief defends kashmir flood response	train	7
rt dead massive chilean earthquake	train	3
rt pagasa seen exit philippine area responsibility wednesday morning december	train	8
rt month old baby trapped hour nepal earthquake rubble finally rescued pic	dev	11
rt pic send relief good earthquake victim	dev	0
